_id,timestamp,message.hostname,message.imu.left.accelerations.x,message.imu.left.accelerations.y,message.imu.left.accelerations.z,message.imu.left.gyroscopes.x,message.imu.left.gyroscopes.y,message.imu.left.gyroscopes.z,message.imu.middle.accelerations.x,message.imu.middle.accelerations.y,message.imu.middle.accelerations.z,message.imu.middle.gyroscopes.x,message.imu.middle.gyroscopes.y,message.imu.middle.gyroscopes.z,message.imu.right.accelerations.x,message.imu.right.accelerations.y,message.imu.right.accelerations.z,message.imu.right.gyroscopes.x,message.imu.right.gyroscopes.y,message.imu.right.gyroscopes.z,message.timecode,message.timestamp,message.values[0],message.values[1],message.values[2],message.values[3],message.values[4],message.values[5],message.values[6],message.values[7],message.values[8],message.values[9],message.values[10],message.values[11],message.values[12],message.values[13],message.values[14],message.values[15],message.values[16],message.values[17]
68f65b28c658f28f7d093cff,2025-10-20T15:54:16.591Z,raspberrypi,-0.04,-0.03,-0.01,0.08,-0.3,9.9,9.27,-43.76,11.28,0.2,9.99,0.02,0,0,0,39.19,14.92,39.19,33116.68,2025-10-06T07:11:56.686Z,-0.04,-0.03,-0.01,0.08,-0.3,9.9,0,0,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.2,9.99,0.02
68f65b28c658f28f7d093d01,2025-10-20T15:54:16.601Z,raspberrypi,-0.04,-0.03,-0.01,0.08,-0.3,9.9,9.27,-43.76,11.28,0.2,9.99,0.02,0,0,0,39.19,14.92,39.19,33116.69,2025-10-06T07:11:56.694Z,-0.04,-0.03,-0.01,0.08,-0.3,9.9,0,0,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.2,9.99,0.02
68f65b28c658f28f7d093d03,2025-10-20T15:54:16.608Z,raspberrypi,0.04,0.24,9.97,-0.02,-0.05,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.1,-0.23,9.82,-0.03,0.01,-0.01,33116.7,2025-10-06T07:11:56.702Z,0.04,0.24,9.97,-0.02,-0.05,-0.01,0.1,-0.23,9.82,-0.03,0.01,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d05,2025-10-20T15:54:16.616Z,raspberrypi,0.04,0.24,9.97,-0.02,-0.05,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.1,-0.23,9.82,-0.03,0.01,-0.01,33116.71,2025-10-06T07:11:56.711Z,0.04,0.24,9.97,-0.02,-0.05,-0.01,0.1,-0.23,9.82,-0.03,0.01,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d08,2025-10-20T15:54:16.624Z,raspberrypi,0.04,0.24,9.97,-0.02,-0.05,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.1,-0.23,9.82,-0.03,0.01,-0.01,33116.71,2025-10-06T07:11:56.719Z,0.04,0.24,9.97,-0.02,-0.05,-0.01,0.1,-0.23,9.82,-0.03,0.01,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d0b,2025-10-20T15:54:16.640Z,raspberrypi,0,-0.01,0,39.19,14.92,39.19,-0.03,0,0.12,-0.29,9.89,0,9.27,-43.76,11.28,0.16,10.01,0.01,33116.72,2025-10-06T07:11:56.727Z,0,-0.01,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.16,10.01,0.01,-0.03,0,0.12,-0.29,9.89,0
68f65b28c658f28f7d093d0d,2025-10-20T15:54:16.643Z,raspberrypi,0,-0.01,0,39.19,14.92,39.19,-0.03,0,0.12,-0.29,9.89,0,9.27,-43.76,11.28,0.16,10.01,0.01,33116.73,2025-10-06T07:11:56.735Z,0,-0.01,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.16,10.01,0.01,-0.03,0,0.12,-0.29,9.89,0
68f65b28c658f28f7d093d0f,2025-10-20T15:54:16.649Z,raspberrypi,0.09,-0.23,9.68,-0.01,0.01,0.01,0.22,10.02,0,-0.06,0.01,0.06,39.19,14.92,39.19,9.27,-43.76,11.28,33116.74,2025-10-06T07:11:56.743Z,0.09,-0.23,9.68,-0.01,0.01,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.22,10.02,0,-0.06,0.01,0.06
68f65b28c658f28f7d093d11,2025-10-20T15:54:16.657Z,raspberrypi,0.09,-0.23,9.68,-0.01,0.01,0.01,0.22,10.02,0,-0.06,0.01,0.06,39.19,14.92,39.19,9.27,-43.76,11.28,33116.75,2025-10-06T07:11:56.751Z,0.09,-0.23,9.68,-0.01,0.01,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.22,10.02,0,-0.06,0.01,0.06
68f65b28c658f28f7d093d14,2025-10-20T15:54:16.665Z,raspberrypi,-0.07,0,0.14,-0.24,9.78,-0.01,-43.76,11.28,0.24,10.03,0.01,-0.06,0,-0.01,39.19,14.92,39.19,9.27,33116.76,2025-10-06T07:11:56.760Z,-0.07,0,0.14,-0.24,9.78,-0.01,0,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.24,10.03,0.01,-0.06
68f65b28c658f28f7d093d17,2025-10-20T15:54:16.673Z,raspberrypi,-0.07,0,0.14,-0.24,9.78,-0.01,-43.76,11.28,0.24,10.03,0.01,-0.06,0,-0.01,39.19,14.92,39.19,9.27,33116.76,2025-10-06T07:11:56.768Z,-0.07,0,0.14,-0.24,9.78,-0.01,0,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.24,10.03,0.01,-0.06
68f65b28c658f28f7d093d19,2025-10-20T15:54:16.681Z,raspberrypi,18,10.06,0.04,-0.06,0,0.09,14.92,39.19,9.27,-43.76,11.28,0.22,-0.28,9.89,-0.02,0,0.02,39.19,33116.77,2025-10-06T07:11:56.776Z,18,10.06,0.04,-0.06,0,0.09,-0.28,9.89,-0.02,0,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.22
68f65b28c658f28f7d093d1b,2025-10-20T15:54:16.690Z,raspberrypi,18,10.06,0.04,-0.06,0,0.09,14.92,39.19,9.27,-43.76,11.28,0.22,-0.28,9.89,-0.02,0,0.02,39.19,33116.78,2025-10-06T07:11:56.784Z,18,10.06,0.04,-0.06,0,0.09,-0.28,9.89,-0.02,0,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.22
68f65b28c658f28f7d093d1d,2025-10-20T15:54:16.697Z,raspberrypi,11.28,0.2,10.08,0.01,-0.06,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.08,-0.24,9.78,-0.05,0.02,-0.01,33116.79,2025-10-06T07:11:56.792Z,11.28,0.2,10.08,0.01,-0.06,-0.01,0.08,-0.24,9.78,-0.05,0.02,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d20,2025-10-20T15:54:16.706Z,raspberrypi,11.28,0.2,10.08,0.01,-0.06,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.08,-0.24,9.78,-0.05,0.02,-0.01,33116.8,2025-10-06T07:11:56.800Z,11.28,0.2,10.08,0.01,-0.06,-0.01,0.08,-0.24,9.78,-0.05,0.02,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d23,2025-10-20T15:54:16.716Z,raspberrypi,9.19,9.27,-43.76,11.28,0.23,10.02,-0.01,0,0.02,39.19,14.92,39.19,-0.02,-0.04,0,0.03,-0.28,9.77,33116.8,2025-10-06T07:11:56.808Z,9.19,9.27,-43.76,11.28,0.23,10.02,-0.02,-0.04,0,0.03,-0.28,9.77,-0.01,0,0.02,39.19,14.92,39.19
68f65b28c658f28f7d093d25,2025-10-20T15:54:16.723Z,raspberrypi,9.19,9.27,-43.76,11.28,0.23,10.02,-0.01,0,0.02,39.19,14.92,39.19,-0.02,-0.04,0,0.03,-0.28,9.77,33116.81,2025-10-06T07:11:56.817Z,9.19,9.27,-43.76,11.28,0.23,10.02,-0.02,-0.04,0,0.03,-0.28,9.77,-0.01,0,0.02,39.19,14.92,39.19
68f65b28c658f28f7d093d27,2025-10-20T15:54:16.730Z,raspberrypi,0.01,39.19,14.92,39.19,9.27,-43.76,0.1,-0.22,9.78,0.02,0,-0.01,11.28,0.21,10.06,0.01,-0.05,0,33116.82,2025-10-06T07:11:56.825Z,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.21,10.06,0.01,-0.05,0,0.1,-0.22,9.78,0.02,0,-0.01
68f65b28c658f28f7d093d29,2025-10-20T15:54:16.743Z,raspberrypi,0.01,39.19,14.92,39.19,9.27,-43.76,0.1,-0.22,9.78,0.02,0,-0.01,11.28,0.21,10.06,0.01,-0.05,0,33116.83,2025-10-06T07:11:56.833Z,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.21,10.06,0.01,-0.05,0,0.1,-0.22,9.78,0.02,0,-0.01
68f65b28c658f28f7d093d2c,2025-10-20T15:54:16.746Z,raspberrypi,-0.03,-0.01,0,39.19,14.92,39.19,-0.06,-0.01,0.07,-0.24,9.9,-0.02,9.27,-43.76,11.28,0.14,10.05,0.03,33116.84,2025-10-06T07:11:56.841Z,-0.03,-0.01,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.14,10.05,0.03,-0.06,-0.01,0.07,-0.24,9.9,-0.02
68f65b28c658f28f7d093d2f,2025-10-20T15:54:16.755Z,raspberrypi,-0.03,-0.01,0,39.19,14.92,39.19,-0.06,-0.01,0.07,-0.24,9.9,-0.02,9.27,-43.76,11.28,0.14,10.05,0.03,33116.84,2025-10-06T07:11:56.849Z,-0.03,-0.01,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.14,10.05,0.03,-0.06,-0.01,0.07,-0.24,9.9,-0.02
68f65b28c658f28f7d093d31,2025-10-20T15:54:16.762Z,raspberrypi,1,0.09,-0.25,9.82,0.01,0,11.28,0.21,10.06,0.01,-0.06,-0.01,0.01,39.19,14.92,39.19,9.27,-43.76,33116.85,2025-10-06T07:11:56.857Z,1,0.09,-0.25,9.82,0.01,0,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.21,10.06,0.01,-0.06,-0.01
68f65b28c658f28f7d093d33,2025-10-20T15:54:16.770Z,raspberrypi,1,0.09,-0.25,9.82,0.01,0,11.28,0.21,10.06,0.01,-0.06,-0.01,0.01,39.19,14.92,39.19,9.27,-43.76,33116.86,2025-10-06T07:11:56.865Z,1,0.09,-0.25,9.82,0.01,0,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.21,10.06,0.01,-0.06,-0.01
68f65b28c658f28f7d093d35,2025-10-20T15:54:16.778Z,raspberrypi,0,-0.05,-0.02,0.09,-0.27,9.82,9.27,-43.76,11.28,0.15,10.11,-0.01,0.03,-0.01,-0.01,39.19,14.92,39.19,33116.87,2025-10-06T07:11:56.873Z,0,-0.05,-0.02,0.09,-0.27,9.82,0.03,-0.01,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.15,10.11,-0.01
68f65b28c658f28f7d093d38,2025-10-20T15:54:16.787Z,raspberrypi,0,-0.05,-0.02,0.09,-0.27,9.82,9.27,-43.76,11.28,0.15,10.11,-0.01,0.03,-0.01,-0.01,39.19,14.92,39.19,33116.88,2025-10-06T07:11:56.882Z,0,-0.05,-0.02,0.09,-0.27,9.82,0.03,-0.01,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.15,10.11,-0.01
68f65b28c658f28f7d093d3b,2025-10-20T15:54:16.795Z,raspberrypi,0,-0.05,-0.02,0.09,-0.27,9.82,9.27,-43.76,11.28,0.15,10.11,-0.01,0.03,-0.01,-0.01,39.19,14.92,39.19,33116.89,2025-10-06T07:11:56.890Z,0,-0.05,-0.02,0.09,-0.27,9.82,0.03,-0.01,-0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.15,10.11,-0.01
68f65b28c658f28f7d093d3d,2025-10-20T15:54:16.807Z,raspberrypi,39.19,14.92,39.19,9.27,-43.76,11.28,-0.22,9.88,0.01,0.01,0.03,39.19,0.26,10.09,0.01,-0.03,0.01,0.04,33116.89,2025-10-06T07:11:56.898Z,39.19,14.92,39.19,9.27,-43.76,11.28,0.26,10.09,0.01,-0.03,0.01,0.04,-0.22,9.88,0.01,0.01,0.03,39.19
68f65b28c658f28f7d093d3f,2025-10-20T15:54:16.811Z,raspberrypi,39.19,14.92,39.19,9.27,-43.76,11.28,-0.22,9.88,0.01,0.01,0.03,39.19,0.26,10.09,0.01,-0.03,0.01,0.04,33116.9,2025-10-06T07:11:56.906Z,39.19,14.92,39.19,9.27,-43.76,11.28,0.26,10.09,0.01,-0.03,0.01,0.04,-0.22,9.88,0.01,0.01,0.03,39.19
68f65b28c658f28f7d093d41,2025-10-20T15:54:16.820Z,raspberrypi,1,0.01,-0.02,39.19,14.92,39.19,-0.06,0,0.13,-0.21,9.88,-0.03,9.27,-43.76,11.28,0.19,10.03,-0.02,33116.91,2025-10-06T07:11:56.914Z,1,0.01,-0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.19,10.03,-0.02,-0.06,0,0.13,-0.21,9.88,-0.03
68f65b28c658f28f7d093d44,2025-10-20T15:54:16.828Z,raspberrypi,1,0.01,-0.02,39.19,14.92,39.19,-0.06,0,0.13,-0.21,9.88,-0.03,9.27,-43.76,11.28,0.19,10.03,-0.02,33116.92,2025-10-06T07:11:56.922Z,1,0.01,-0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.19,10.03,-0.02,-0.06,0,0.13,-0.21,9.88,-0.03
68f65b28c658f28f7d093d47,2025-10-20T15:54:16.843Z,raspberrypi,9,-0.21,9.83,-0.02,0,0.03,0.18,10.05,0,-0.05,0,0.21,39.19,14.92,39.19,9.27,-43.76,11.28,33116.93,2025-10-06T07:11:56.931Z,9,-0.21,9.83,-0.02,0,0.03,39.19,14.92,39.19,9.27,-43.76,11.28,0.18,10.05,0,-0.05,0,0.21
68f65b28c658f28f7d093d49,2025-10-20T15:54:16.844Z,raspberrypi,9,-0.21,9.83,-0.02,0,0.03,0.18,10.05,0,-0.05,0,0.21,39.19,14.92,39.19,9.27,-43.76,11.28,33116.93,2025-10-06T07:11:56.939Z,9,-0.21,9.83,-0.02,0,0.03,39.19,14.92,39.19,9.27,-43.76,11.28,0.18,10.05,0,-0.05,0,0.21
68f65b28c658f28f7d093d4b,2025-10-20T15:54:16.854Z,raspberrypi,-0.03,-0.01,0.08,-0.26,9.75,-0.04,-43.76,11.28,0.2,10.04,0,-0.06,0,0.01,39.19,14.92,39.19,9.27,33116.94,2025-10-06T07:11:56.947Z,-0.03,-0.01,0.08,-0.26,9.75,-0.04,0,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.2,10.04,0,-0.06
68f65b28c658f28f7d093d4d,2025-10-20T15:54:16.861Z,raspberrypi,-0.03,-0.01,0.08,-0.26,9.75,-0.04,-43.76,11.28,0.2,10.04,0,-0.06,0,0.01,39.19,14.92,39.19,9.27,33116.95,2025-10-06T07:11:56.955Z,-0.03,-0.01,0.08,-0.26,9.75,-0.04,0,0.01,39.19,14.92,39.19,9.27,-43.76,11.28,0.2,10.04,0,-0.06
68f65b28c658f28f7d093d50,2025-10-20T15:54:16.869Z,raspberrypi,0.21,10.07,0,-0.05,0.01,0.09,14.92,39.19,9.27,-43.76,11.28,0.21,-0.21,9.8,-0.01,0.02,0.02,39.19,33116.96,2025-10-06T07:11:56.963Z,0.21,10.07,0,-0.05,0.01,0.09,-0.21,9.8,-0.01,0.02,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.21
68f65b28c658f28f7d093d53,2025-10-20T15:54:16.877Z,raspberrypi,0.21,10.07,0,-0.05,0.01,0.09,14.92,39.19,9.27,-43.76,11.28,0.21,-0.21,9.8,-0.01,0.02,0.02,39.19,33116.97,2025-10-06T07:11:56.971Z,0.21,10.07,0,-0.05,0.01,0.09,-0.21,9.8,-0.01,0.02,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.21
68f65b28c658f28f7d093d55,2025-10-20T15:54:16.885Z,raspberrypi,11.28,0.23,9.99,0.01,-0.06,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.14,-0.2,9.84,0.03,-0.01,-0.02,33116.97,2025-10-06T07:11:56.979Z,11.28,0.23,9.99,0.01,-0.06,0,0.14,-0.2,9.84,0.03,-0.01,-0.02,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d57,2025-10-20T15:54:16.893Z,raspberrypi,11.28,0.23,9.99,0.01,-0.06,0,39.19,14.92,39.19,9.27,-43.76,11.28,0.14,-0.2,9.84,0.03,-0.01,-0.02,33116.98,2025-10-06T07:11:56.988Z,11.28,0.23,9.99,0.01,-0.06,0,0.14,-0.2,9.84,0.03,-0.01,-0.02,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b28c658f28f7d093d5a,2025-10-20T15:54:16.901Z,raspberrypi,9,9.27,-43.76,11.28,0.21,9.98,-0.02,0.01,-0.01,39.19,14.92,39.19,0,-0.05,-0.02,0.02,-0.25,10.03,33116.99,2025-10-06T07:11:56.996Z,9,9.27,-43.76,11.28,0.21,9.98,0,-0.05,-0.02,0.02,-0.25,10.03,-0.02,0.01,-0.01,39.19,14.92,39.19
68f65b28c658f28f7d093d5c,2025-10-20T15:54:16.910Z,raspberrypi,9,9.27,-43.76,11.28,0.21,9.98,-0.02,0.01,-0.01,39.19,14.92,39.19,0,-0.05,-0.02,0.02,-0.25,10.03,33117,2025-10-06T07:11:57.004Z,9,9.27,-43.76,11.28,0.21,9.98,0,-0.05,-0.02,0.02,-0.25,10.03,-0.02,0.01,-0.01,39.19,14.92,39.19
68f65b28c658f28f7d093d5f,2025-10-20T15:54:16.921Z,raspberrypi,0.19,14.92,39.19,9.27,-43.76,11.28,-0.18,9.84,-0.03,0.05,0.02,39.19,0.14,10.17,-0.02,-0.01,0.01,0.18,33117.01,2025-10-06T07:11:57.012Z,0.19,14.92,39.19,9.27,-43.76,11.28,0.14,10.17,-0.02,-0.01,0.01,0.18,-0.18,9.84,-0.03,0.05,0.02,39.19
68f65b28c658f28f7d093d61,2025-10-20T15:54:16.927Z,raspberrypi,0.19,14.92,39.19,9.27,-43.76,11.28,-0.18,9.84,-0.03,0.05,0.02,39.19,0.14,10.17,-0.02,-0.01,0.01,0.18,33117.02,2025-10-06T07:11:57.020Z,0.19,14.92,39.19,9.27,-43.76,11.28,0.14,10.17,-0.02,-0.01,0.01,0.18,-0.18,9.84,-0.03,0.05,0.02,39.19
68f65b28c658f28f7d093d63,2025-10-20T15:54:16.933Z,raspberrypi,0.08,0.02,39.19,14.92,39.19,9.27,0.02,0.32,-0.05,9.68,0.02,0.05,-43.76,11.28,0.36,10.04,0,-0.02,33117.02,2025-10-06T07:11:57.028Z,0.08,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.36,10.04,0,-0.02,0.02,0.32,-0.05,9.68,0.02,0.05
68f65b28c658f28f7d093d65,2025-10-20T15:54:16.946Z,raspberrypi,0.08,0.02,39.19,14.92,39.19,9.27,0.02,0.32,-0.05,9.68,0.02,0.05,-43.76,11.28,0.36,10.04,0,-0.02,33117.03,2025-10-06T07:11:57.036Z,0.08,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.36,10.04,0,-0.02,0.02,0.32,-0.05,9.68,0.02,0.05
68f65b28c658f28f7d093d69,2025-10-20T15:54:16.950Z,raspberrypi,84,0.02,-0.02,0.04,39.19,14.92,-0.03,-0.05,0.03,0.22,-0.08,9.95,39.19,9.27,-43.76,11.28,0.38,9.93,33117.04,2025-10-06T07:11:57.045Z,84,0.02,-0.02,0.04,39.19,14.92,39.19,9.27,-43.76,11.28,0.38,9.93,-0.03,-0.05,0.03,0.22,-0.08,9.95
68f65b28c658f28f7d093d6b,2025-10-20T15:54:16.958Z,raspberrypi,84,0.02,-0.02,0.04,39.19,14.92,-0.03,-0.05,0.03,0.22,-0.08,9.95,39.19,9.27,-43.76,11.28,0.38,9.93,33117.05,2025-10-06T07:11:57.053Z,84,0.02,-0.02,0.04,39.19,14.92,39.19,9.27,-43.76,11.28,0.38,9.93,-0.03,-0.05,0.03,0.22,-0.08,9.95
68f65b28c658f28f7d093d6d,2025-10-20T15:54:16.966Z,raspberrypi,0.17,-0.03,9.7,0,0.01,0.02,0.33,10.23,-0.01,-0.04,0.03,0.23,39.19,14.92,39.19,9.27,-43.76,11.28,33117.06,2025-10-06T07:11:57.061Z,0.17,-0.03,9.7,0,0.01,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.33,10.23,-0.01,-0.04,0.03,0.23
68f65b28c658f28f7d093d6f,2025-10-20T15:54:16.974Z,raspberrypi,0.17,-0.03,9.7,0,0.01,0.02,0.33,10.23,-0.01,-0.04,0.03,0.23,39.19,14.92,39.19,9.27,-43.76,11.28,33117.06,2025-10-06T07:11:57.069Z,0.17,-0.03,9.7,0,0.01,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.33,10.23,-0.01,-0.04,0.03,0.23
68f65b28c658f28f7d093d72,2025-10-20T15:54:16.982Z,raspberrypi,0.17,-0.03,9.7,0,0.01,0.02,0.33,10.23,-0.01,-0.04,0.03,0.23,39.19,14.92,39.19,9.27,-43.76,11.28,33117.07,2025-10-06T07:11:57.077Z,0.17,-0.03,9.7,0,0.01,0.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.33,10.23,-0.01,-0.04,0.03,0.23
68f65b28c658f28f7d093d74,2025-10-20T15:54:16.991Z,raspberrypi,7,-43.76,11.28,0.01,9.88,-0.03,0.03,0.07,39.19,14.92,39.19,9.27,-0.02,0.02,-0.08,-0.29,9.81,0.04,33117.08,2025-10-06T07:11:57.085Z,7,-43.76,11.28,0.01,9.88,-0.03,-0.02,0.02,-0.08,-0.29,9.81,0.04,0.03,0.07,39.19,14.92,39.19,9.27
68f65b28c658f28f7d093d77,2025-10-20T15:54:17.000Z,raspberrypi,7,-43.76,11.28,0.01,9.88,-0.03,0.03,0.07,39.19,14.92,39.19,9.27,-0.02,0.02,-0.08,-0.29,9.81,0.04,33117.09,2025-10-06T07:11:57.094Z,7,-43.76,11.28,0.01,9.88,-0.03,-0.02,0.02,-0.08,-0.29,9.81,0.04,0.03,0.07,39.19,14.92,39.19,9.27
68f65b29c658f28f7d093d79,2025-10-20T15:54:17.010Z,raspberrypi,92,39.19,9.27,-43.76,11.28,0.14,9.56,-0.04,0.01,0.05,39.19,14.92,10.32,-0.04,-0.02,0.04,0,-0.36,33117.1,2025-10-06T07:11:57.102Z,92,39.19,9.27,-43.76,11.28,0.14,10.32,-0.04,-0.02,0.04,0,-0.36,9.56,-0.04,0.01,0.05,39.19,14.92
68f65b29c658f28f7d093d7b,2025-10-20T15:54:17.015Z,raspberrypi,92,39.19,9.27,-43.76,11.28,0.14,9.56,-0.04,0.01,0.05,39.19,14.92,10.32,-0.04,-0.02,0.04,0,-0.36,33117.11,2025-10-06T07:11:57.110Z,92,39.19,9.27,-43.76,11.28,0.14,10.32,-0.04,-0.02,0.04,0,-0.36,9.56,-0.04,0.01,0.05,39.19,14.92
68f65b29c658f28f7d093d7d,2025-10-20T15:54:17.027Z,raspberrypi,0.06,39.19,14.92,39.19,9.27,-43.76,-0.07,-0.31,9.87,0,-0.03,0.06,11.28,0.24,9.62,0,-0.06,0.08,33117.11,2025-10-06T07:11:57.118Z,0.06,39.19,14.92,39.19,9.27,-43.76,11.28,0.24,9.62,0,-0.06,0.08,-0.07,-0.31,9.87,0,-0.03,0.06
68f65b29c658f28f7d093d80,2025-10-20T15:54:17.031Z,raspberrypi,0.06,39.19,14.92,39.19,9.27,-43.76,-0.07,-0.31,9.87,0,-0.03,0.06,11.28,0.24,9.62,0,-0.06,0.08,33117.12,2025-10-06T07:11:57.126Z,0.06,39.19,14.92,39.19,9.27,-43.76,11.28,0.24,9.62,0,-0.06,0.08,-0.07,-0.31,9.87,0,-0.03,0.06
68f65b29c658f28f7d093d83,2025-10-20T15:54:17.040Z,raspberrypi,7,0,-0.02,0.06,39.19,14.92,-0.02,-0.1,0.04,-0.02,-0.17,9.77,39.19,9.27,-43.76,11.28,0.28,10.15,33117.13,2025-10-06T07:11:57.134Z,7,0,-0.02,0.06,39.19,14.92,39.19,9.27,-43.76,11.28,0.28,10.15,-0.02,-0.1,0.04,-0.02,-0.17,9.77
68f65b29c658f28f7d093d85,2025-10-20T15:54:17.051Z,raspberrypi,7,0,-0.02,0.06,39.19,14.92,-0.02,-0.1,0.04,-0.02,-0.17,9.77,39.19,9.27,-43.76,11.28,0.28,10.15,33117.14,2025-10-06T07:11:57.142Z,7,0,-0.02,0.06,39.19,14.92,39.19,9.27,-43.76,11.28,0.28,10.15,-0.02,-0.1,0.04,-0.02,-0.17,9.77
68f65b29c658f28f7d093d87,2025-10-20T15:54:17.058Z,raspberrypi,7,-0.13,-0.05,9.75,-0.01,-0.02,11.28,0.29,9.78,-0.05,-0.06,0.07,0.09,39.19,14.92,39.19,9.27,-43.76,33117.15,2025-10-06T07:11:57.151Z,7,-0.13,-0.05,9.75,-0.01,-0.02,0.09,39.19,14.92,39.19,9.27,-43.76,11.28,0.29,9.78,-0.05,-0.06,0.07
68f65b29c658f28f7d093d8a,2025-10-20T15:54:17.066Z,raspberrypi,7,-0.13,-0.05,9.75,-0.01,-0.02,11.28,0.29,9.78,-0.05,-0.06,0.07,0.09,39.19,14.92,39.19,9.27,-43.76,33117.15,2025-10-06T07:11:57.159Z,7,-0.13,-0.05,9.75,-0.01,-0.02,0.09,39.19,14.92,39.19,9.27,-43.76,11.28,0.29,9.78,-0.05,-0.06,0.07
68f65b29c658f28f7d093d8c,2025-10-20T15:54:17.072Z,raspberrypi,-0.07,-0.04,0.08,-0.05,-0.09,9.88,9.27,-43.76,11.28,0.38,10.19,-0.04,-0.01,0.05,0.04,39.19,14.92,39.19,33117.16,2025-10-06T07:11:57.167Z,-0.07,-0.04,0.08,-0.05,-0.09,9.88,-0.01,0.05,0.04,39.19,14.92,39.19,9.27,-43.76,11.28,0.38,10.19,-0.04
68f65b29c658f28f7d093d8f,2025-10-20T15:54:17.080Z,raspberrypi,-0.07,-0.04,0.08,-0.05,-0.09,9.88,9.27,-43.76,11.28,0.38,10.19,-0.04,-0.01,0.05,0.04,39.19,14.92,39.19,33117.17,2025-10-06T07:11:57.175Z,-0.07,-0.04,0.08,-0.05,-0.09,9.88,-0.01,0.05,0.04,39.19,14.92,39.19,9.27,-43.76,11.28,0.38,10.19,-0.04
68f65b29c658f28f7d093d91,2025-10-20T15:54:17.089Z,raspberrypi,0.04,0.27,9.98,-0.08,-0.02,0.07,39.19,14.92,39.19,9.27,-43.76,11.28,0.22,-0.17,9.94,-0.03,0.04,0.09,33117.18,2025-10-06T07:11:57.183Z,0.04,0.27,9.98,-0.08,-0.02,0.07,0.22,-0.17,9.94,-0.03,0.04,0.09,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b29c658f28f7d093d93,2025-10-20T15:54:17.097Z,raspberrypi,0.04,0.27,9.98,-0.08,-0.02,0.07,39.19,14.92,39.19,9.27,-43.76,11.28,0.22,-0.17,9.94,-0.03,0.04,0.09,33117.19,2025-10-06T07:11:57.191Z,0.04,0.27,9.98,-0.08,-0.02,0.07,0.22,-0.17,9.94,-0.03,0.04,0.09,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b29c658f28f7d093d96,2025-10-20T15:54:17.105Z,raspberrypi,3.76,11.28,0.2,10.1,-0.03,-0.05,0.12,39.19,14.92,39.19,9.27,-43.76,0.1,0.46,-0.18,9.93,-0.04,0,33117.2,2025-10-06T07:11:57.200Z,3.76,11.28,0.2,10.1,-0.03,-0.05,0.1,0.46,-0.18,9.93,-0.04,0,0.12,39.19,14.92,39.19,9.27,-43.76
